DOCUMENTO,PESO
016.html,4.118993135011442
017.html,0.7246376811594203
018.html,2.450980392156863
019.html,2.201070791195717
020.html,6.451612903225806
002.html,1.2564249000571102
005.html,0.2824858757062147
007.html,1.3881377321074455
008.html,0.4694835680751174
009.html,1.031941031941032
010.html,0.5905511811023622
011.html,0.8943543879262158
015.html,1.2195121951219512
016.html,2.288329519450801
017.html,1.4492753623188406
018.html,0.9803921568627451
019.html,1.011302795954789
002.html,1.4563106796116505
007.html,0.9374436632413917
008.html,0.2347417840375587
009.html,1.031941031941032
010.html,0.984251968503937
011.html,0.9502515371716043
012.html,0.6825938566552902
016.html,1.1441647597254005
019.html,1.0707911957168352
002.html,0.8566533409480297
007.html,1.442221020371372
009.html,1.4742014742014742
010.html,0.5905511811023622
011.html,0.7266629401900503
012.html,0.3412969283276451
015.html,0.4065040650406504
016.html,0.4576659038901602
018.html,0.9803921568627451
019.html,0.5155661312710688
002.html,0.31410622501427754
007.html,0.23436091581034793
008.html,0.4694835680751174
009.html,0.343980343980344
011.html,1.621017328116266
015.html,0.4065040650406504
016.html,0.2288329519450801
018.html,0.49019607843137253
019.html,1.9631171921475312
002.html,0.42832667047401485
003.html,7.913669064748201
004.html,4.464285714285714
005.html,2.542372881355932
006.html,12.048192771084338
007.html,0.1802776275464215
008.html,2.5821596244131455
009.html,0.6388206388206388
010.html,2.7559055118110236
011.html,0.7825600894354388
012.html,4.778156996587031
014.html,28.30188679245283
002.html,0.5711022272986864
003.html,0.7194244604316546
004.html,0.8928571428571429
007.html,0.43266630611141155
008.html,0.4694835680751174
009.html,0.44226044226044225
010.html,0.7874015748031497
011.html,1.0061486864169928
012.html,0.3412969283276451
015.html,0.4065040650406504
016.html,1.1441647597254005
018.html,0.49019607843137253
019.html,0.9716438627800912
002.html,0.3997715591090805
004.html,0.8928571428571429
007.html,0.5949161709031909
008.html,1.408450704225352
009.html,0.8353808353808354
010.html,0.3937007874015748
011.html,0.5589714924538849
016.html,0.9153318077803204
017.html,0.7246376811594203
018.html,1.4705882352941178
019.html,0.8130081300813008
002.html,0.05711022272986865
003.html,9.352517985611511
004.html,5.803571428571429
005.html,3.389830508474576
006.html,13.25301204819277
007.html,0.1802776275464215
008.html,2.112676056338028
009.html,0.3931203931203931
010.html,1.5748031496062993
011.html,0.3353828954723309
012.html,6.825938566552901
014.html,3.7735849056603774
015.html,1.2195121951219512
016.html,0.4576659038901602
017.html,0.7246376811594203
002.html,0.7424328954882924
003.html,0.7194244604316546
005.html,0.2824858757062147
007.html,0.3785830178474851
009.html,0.6388206388206388
010.html,0.984251968503937
011.html,0.3353828954723309
015.html,1.2195121951219512
016.html,0.4576659038901602
017.html,0.7246376811594203
018.html,0.49019607843137253
019.html,0.7733491969066032
002.html,0.5425471159337522
004.html,0.44642857142857145
007.html,0.6850549846764017
009.html,1.1793611793611793
010.html,0.984251968503937
011.html,0.27948574622694244
012.html,0.3412969283276451
015.html,0.8130081300813008
017.html,0.7246376811594203
018.html,0.9803921568627451
019.html,0.3767598651596272
020.html,1.6129032258064515
007.html,2.073192716783847
002.html,0.4854368932038835
003.html,1.4388489208633093
007.html,0.847304849468181
008.html,1.1737089201877935
009.html,0.29484029484029484
010.html,0.3937007874015748
011.html,1.1179429849077698
016.html,0.2288329519450801
019.html,0.2776125322228832
006.html,15.662650602409638
007.html,0.4146385433567694
008.html,2.347417840375587
009.html,0.44226044226044225
010.html,1.5748031496062993
011.html,0.3912800447177194
012.html,7.849829351535837
014.html,8.49056603773585
015.html,1.6260162601626016
016.html,0.6864988558352403
017.html,1.4492753623188406
018.html,0.49019607843137253
007.html,1.8388318009734992
002.html,2.627070245573958
009.html,0.04914004914004914
016.html,0.9153318077803204
017.html,1.4492753623188406
002.html,2.2844089091947457
004.html,0.44642857142857145
007.html,0.1442221020371372
015.html,0.4065040650406504
017.html,1.4492753623188406
018.html,2.450980392156863
019.html,0.019829466587348802
004.html,5.803571428571429
005.html,3.672316384180791
006.html,14.457831325301205
007.html,0.19830539030106364
008.html,2.347417840375587
009.html,0.44226044226044225
010.html,1.5748031496062993
011.html,0.3912800447177194
012.html,2.04778156996587
014.html,4.716981132075472
015.html,1.6260162601626016
002.html,0.028555111364934323
005.html,0.2824858757062147
006.html,2.4096385542168677
007.html,0.05408328826392644
008.html,0.9389671361502347
009.html,0.2457002457002457
010.html,1.1811023622047243
011.html,0.3912800447177194
012.html,8.873720136518772
014.html,8.49056603773585
015.html,4.065040650406504
016.html,2.517162471395881
017.html,7.971014492753623
002.html,0.3712164477441462
003.html,0.7194244604316546
006.html,1.2048192771084338
007.html,0.4146385433567694
008.html,0.2347417840375587
009.html,0.3931203931203931
010.html,0.1968503937007874
011.html,0.3353828954723309
012.html,0.3412969283276451
014.html,0.9433962264150944
015.html,0.8130081300813008
016.html,0.6864988558352403
019.html,0.6345429307951617
002.html,0.2284408909194746
007.html,0.48674959437533805
009.html,0.7862407862407862
010.html,0.3937007874015748
011.html,1.0061486864169928
012.html,0.3412969283276451
015.html,0.4065040650406504
016.html,0.4576659038901602
018.html,1.4705882352941178
019.html,0.2577830656355344
002.html,0.2569960022844089
005.html,0.2824858757062147
007.html,0.46872183162069586
009.html,0.7371007371007371
010.html,0.7874015748031497
011.html,0.6148686416992734
015.html,0.4065040650406504
016.html,0.2288329519450801
019.html,0.396589331746976
002.html,0.2855511136493432
007.html,0.3966107806021273
008.html,0.2347417840375587
009.html,0.6388206388206388
010.html,0.3937007874015748
011.html,0.3912800447177194
015.html,0.4065040650406504
016.html,0.6864988558352403
017.html,0.7246376811594203
019.html,0.4560777315090224
020.html,3.225806451612903
002.html,0.42832667047401485
007.html,0.2884442040742744
008.html,0.2347417840375587
009.html,0.3931203931203931
010.html,0.5905511811023622
011.html,0.5589714924538849
015.html,0.8130081300813008
016.html,0.4576659038901602
018.html,0.9803921568627451
019.html,0.4560777315090224
002.html,0.2569960022844089
004.html,0.44642857142857145
007.html,0.48674959437533805
008.html,0.704225352112676
009.html,0.5405405405405406
011.html,0.5030743432084964
012.html,0.3412969283276451
019.html,0.396589331746976
002.html,0.34266133637921187
004.html,0.44642857142857145
007.html,0.5408328826392644
008.html,0.2347417840375587
009.html,0.4914004914004914
010.html,0.5905511811023622
011.html,0.05589714924538849
012.html,0.3412969283276451
018.html,1.4705882352941178
019.html,0.35693039857227843
007.html,0.1802776275464215
008.html,2.112676056338028
009.html,0.3931203931203931
010.html,1.3779527559055118
011.html,0.6707657909446618
012.html,4.09556313993174
014.html,14.150943396226415
002.html,1.9131924614505997
002.html,1.0850942318675043
004.html,0.44642857142857145
007.html,0.09013881377321074
009.html,0.4914004914004914
010.html,0.1968503937007874
011.html,0.05589714924538849
019.html,0.2181241324608368
002.html,0.34266133637921187
007.html,0.9194159004867496
015.html,1.2195121951219512
002.html,0.31410622501427754
007.html,0.05408328826392644
008.html,0.2347417840375587
009.html,0.6388206388206388
010.html,0.1968503937007874
011.html,0.16769144773616546
016.html,0.2288329519450801
018.html,0.49019607843137253
019.html,0.6345429307951617
002.html,0.17133066818960593
003.html,2.8776978417266186
007.html,0.21633315305570577
008.html,0.2347417840375587
009.html,0.19656019656019655
010.html,0.1968503937007874
011.html,0.11179429849077697
016.html,0.4576659038901602
018.html,0.49019607843137253
019.html,0.5353955978584176
002.html,0.1427755568246716
003.html,1.4388489208633093
007.html,0.01802776275464215
019.html,0.99147332936744
002.html,0.2284408909194746
003.html,4.316546762589928
008.html,2.816901408450704
011.html,0.6148686416992734
015.html,5.284552845528455
020.html,11.290322580645162
002.html,0.1142204454597373
007.html,0.0721110510185686
008.html,0.2347417840375587
009.html,0.14742014742014742
010.html,0.1968503937007874
011.html,0.7266629401900503
016.html,1.1441647597254005
019.html,0.5155661312710688
002.html,0.2284408909194746
003.html,4.316546762589928
008.html,2.5821596244131455
011.html,0.5589714924538849
015.html,5.284552845528455
020.html,11.290322580645162
002.html,0.05711022272986865
003.html,2.8776978417266186
007.html,0.30647196682891653
008.html,0.4694835680751174
009.html,0.29484029484029484
010.html,0.1968503937007874
016.html,0.2288329519450801
017.html,0.7246376811594203
018.html,0.49019607843137253
019.html,0.396589331746976
002.html,0.2569960022844089
007.html,0.32449972958355866
009.html,0.19656019656019655
011.html,0.3912800447177194
018.html,1.4705882352941178
019.html,0.2776125322228832
007.html,0.9915269515053182
004.html,2.6785714285714284
011.html,2.1799888205701508
012.html,1.7064846416382253
020.html,3.225806451612903
002.html,0.08566533409480297
007.html,0.34252749233820085
009.html,0.5405405405405406
010.html,0.3937007874015748
011.html,0.16769144773616546
015.html,0.4065040650406504
016.html,0.4576659038901602
019.html,0.17846519928613921
002.html,0.1142204454597373
007.html,0.43266630611141155
008.html,0.4694835680751174
009.html,0.44226044226044225
010.html,0.1968503937007874
011.html,0.3353828954723309
019.html,0.0594883997620464
002.html,0.1427755568246716
007.html,0.0360555255092843
009.html,0.09828009828009827
011.html,0.27948574622694244
016.html,0.4576659038901602
018.html,0.49019607843137253
019.html,0.594883997620464
002.html,0.2569960022844089
007.html,0.19830539030106364
009.html,0.09828009828009827
010.html,0.1968503937007874
011.html,0.16769144773616546
016.html,1.3729977116704806
019.html,0.297441998810232
002.html,0.19988577955454026
007.html,0.3966107806021273
009.html,0.44226044226044225
010.html,0.1968503937007874
011.html,0.16769144773616546
015.html,0.4065040650406504
019.html,0.07931786634939521
002.html,0.1142204454597373
007.html,0.23436091581034793
008.html,0.2347417840375587
009.html,0.14742014742014742
010.html,0.1968503937007874
011.html,0.27948574622694244
018.html,0.49019607843137253
019.html,0.35693039857227843
007.html,0.6129439336578331
011.html,0.3353828954723309
015.html,0.4065040650406504
002.html,0.1427755568246716
007.html,0.16224986479177933
008.html,0.2347417840375587
009.html,0.2457002457002457
010.html,0.3937007874015748
011.html,0.27948574622694244
016.html,0.2288329519450801
019.html,0.2181241324608368
002.html,0.1142204454597373
007.html,0.0721110510185686
008.html,0.2347417840375587
009.html,0.29484029484029484
010.html,0.1968503937007874
019.html,0.4560777315090224
002.html,1.05653912050257
016.html,0.2288329519450801
002.html,0.028555111364934323
007.html,0.21633315305570577
009.html,0.4914004914004914
011.html,0.27948574622694244
019.html,0.198294665873488
002.html,0.2569960022844089
007.html,0.1442221020371372
009.html,0.29484029484029484
011.html,0.11179429849077697
015.html,0.4065040650406504
016.html,0.2288329519450801
018.html,0.9803921568627451
019.html,0.15863573269879042
007.html,0.5588606453939066
009.html,0.09828009828009827
011.html,0.22358859698155395
009.html,0.14742014742014742
016.html,0.2288329519450801
019.html,0.6543723973825104
007.html,0.32449972958355866
010.html,0.1968503937007874
011.html,0.8943543879262158
015.html,0.4065040650406504
009.html,0.04914004914004914
019.html,0.694031330557208
002.html,0.17133066818960593
007.html,0.1802776275464215
009.html,0.343980343980344
010.html,0.5905511811023622
011.html,0.22358859698155395
019.html,0.07931786634939521
002.html,0.1142204454597373
004.html,0.44642857142857145
007.html,0.01802776275464215
009.html,0.14742014742014742
011.html,0.16769144773616546
018.html,1.4705882352941178
019.html,0.35693039857227843
005.html,9.322033898305085
002.html,0.9137635636778983
002.html,0.8566533409480297
016.html,0.2288329519450801
002.html,0.1142204454597373
007.html,0.23436091581034793
008.html,0.704225352112676
009.html,0.14742014742014742
010.html,0.1968503937007874
017.html,0.7246376811594203
019.html,0.1189767995240928
002.html,0.17133066818960593
007.html,0.0721110510185686
008.html,0.704225352112676
009.html,0.3931203931203931
012.html,1.7064846416382253
015.html,0.4065040650406504
017.html,1.4492753623188406
019.html,0.019829466587348802
002.html,0.31410622501427754
007.html,0.1442221020371372
009.html,0.14742014742014742
011.html,0.05589714924538849
012.html,0.3412969283276451
017.html,0.7246376811594203
019.html,0.099147332936744
010.html,0.7874015748031497
019.html,0.5155661312710688
002.html,0.028555111364934323
007.html,0.1442221020371372
008.html,0.2347417840375587
009.html,0.29484029484029484
010.html,0.1968503937007874
011.html,0.11179429849077697
016.html,0.4576659038901602
019.html,0.1388062661114416
002.html,0.028555111364934323
007.html,0.0721110510185686
008.html,0.2347417840375587
009.html,0.04914004914004914
011.html,0.05589714924538849
016.html,1.1441647597254005
019.html,0.297441998810232
002.html,0.1427755568246716
003.html,1.4388489208633093
007.html,0.05408328826392644
009.html,0.09828009828009827
010.html,0.1968503937007874
011.html,0.05589714924538849
019.html,0.2776125322228832
002.html,0.028555111364934323
003.html,1.4388489208633093
007.html,0.10816657652785289
008.html,1.408450704225352
009.html,0.2457002457002457
012.html,0.3412969283276451
016.html,0.2288329519450801
018.html,0.9803921568627451
019.html,0.07931786634939521
002.html,0.08566533409480297
009.html,0.19656019656019655
011.html,0.7266629401900503
016.html,0.2288329519450801
019.html,0.1388062661114416
002.html,0.1427755568246716
007.html,0.19830539030106364
009.html,0.09828009828009827
010.html,0.7874015748031497
011.html,0.05589714924538849
017.html,0.7246376811594203
019.html,0.0594883997620464
002.html,0.2855511136493432
008.html,0.4694835680751174
009.html,0.29484029484029484
016.html,0.2288329519450801
019.html,0.15863573269879042
002.html,0.19988577955454026
007.html,0.10816657652785289
008.html,0.2347417840375587
009.html,0.2457002457002457
010.html,0.5905511811023622
019.html,0.099147332936744
002.html,0.028555111364934323
003.html,1.4388489208633093
007.html,0.12619433928249504
009.html,0.14742014742014742
011.html,0.22358859698155395
012.html,0.3412969283276451
016.html,0.4576659038901602
019.html,0.1388062661114416
002.html,0.1427755568246716
007.html,0.0721110510185686
008.html,0.2347417840375587
009.html,0.14742014742014742
012.html,1.7064846416382253
016.html,0.2288329519450801
018.html,0.9803921568627451
019.html,0.1189767995240928
002.html,0.05711022272986865
008.html,1.408450704225352
009.html,0.09828009828009827
012.html,0.6825938566552902
016.html,0.2288329519450801
017.html,2.1739130434782608
018.html,3.4313725490196076
019.html,0.07931786634939521
007.html,0.45069406886605373
015.html,0.8130081300813008
008.html,0.4694835680751174
010.html,1.5748031496062993
019.html,0.33710093198492963
002.html,0.1427755568246716
004.html,0.44642857142857145
007.html,0.09013881377321074
008.html,0.704225352112676
009.html,0.2457002457002457
012.html,0.6825938566552902
015.html,0.4065040650406504
017.html,0.7246376811594203
018.html,0.49019607843137253
019.html,0.039658933174697604
002.html,0.1427755568246716
008.html,0.704225352112676
009.html,0.2457002457002457
011.html,0.05589714924538849
016.html,0.4576659038901602
019.html,0.198294665873488
002.html,0.05711022272986865
007.html,0.12619433928249504
009.html,0.29484029484029484
011.html,0.4471771939631079
016.html,0.2288329519450801
019.html,0.039658933174697604
007.html,0.45069406886605373
011.html,0.05589714924538849
009.html,0.04914004914004914
011.html,1.3974287311347122
002.html,0.6567675613934895
010.html,0.1968503937007874
019.html,0.019829466587348802
002.html,0.05711022272986865
007.html,0.1442221020371372
009.html,0.29484029484029484
010.html,0.1968503937007874
011.html,0.22358859698155395
019.html,0.07931786634939521
002.html,0.1142204454597373
008.html,0.2347417840375587
009.html,0.14742014742014742
016.html,0.2288329519450801
019.html,0.31727146539758083
007.html,0.3966107806021273
015.html,1.2195121951219512
009.html,1.2285012285012284
002.html,0.05711022272986865
003.html,1.4388489208633093
009.html,0.2457002457002457
011.html,0.11179429849077697
019.html,0.2577830656355344
002.html,0.1142204454597373
007.html,0.09013881377321074
008.html,0.2347417840375587
009.html,0.29484029484029484
010.html,0.1968503937007874
011.html,0.16769144773616546
019.html,0.07931786634939521
002.html,0.1142204454597373
007.html,0.09013881377321074
008.html,0.2347417840375587
009.html,0.343980343980344
011.html,0.11179429849077697
019.html,0.099147332936744
002.html,0.028555111364934323
007.html,0.360555255092843
008.html,0.2347417840375587
009.html,0.04914004914004914
015.html,0.4065040650406504
002.html,0.028555111364934323
007.html,0.1802776275464215
009.html,0.14742014742014742
010.html,0.1968503937007874
011.html,0.22358859698155395
019.html,0.099147332936744
002.html,0.08566533409480297
004.html,0.44642857142857145
007.html,0.0721110510185686
009.html,0.09828009828009827
010.html,0.3937007874015748
011.html,0.16769144773616546
016.html,0.2288329519450801
017.html,0.7246376811594203
019.html,0.1388062661114416
002.html,0.08566533409480297
007.html,0.0721110510185686
009.html,0.29484029484029484
011.html,0.11179429849077697
017.html,1.4492753623188406
019.html,0.1189767995240928
002.html,0.05711022272986865
007.html,0.19830539030106364
009.html,0.04914004914004914
010.html,0.3937007874015748
019.html,0.1388062661114416
002.html,0.028555111364934323
009.html,0.09828009828009827
011.html,0.7825600894354388
016.html,0.2288329519450801
019.html,0.0594883997620464
020.html,3.225806451612903
003.html,1.4388489208633093
011.html,1.1179429849077698
020.html,1.6129032258064515
003.html,1.4388489208633093
007.html,0.1802776275464215
008.html,0.2347417840375587
010.html,0.1968503937007874
011.html,0.11179429849077697
016.html,0.2288329519450801
018.html,0.49019607843137253
019.html,0.099147332936744
007.html,0.4146385433567694
007.html,0.4146385433567694
007.html,0.16224986479177933
011.html,0.16769144773616546
016.html,0.2288329519450801
019.html,0.198294665873488
002.html,0.19988577955454026
007.html,0.16224986479177933
008.html,0.2347417840375587
009.html,0.04914004914004914
010.html,0.1968503937007874
011.html,0.05589714924538849
019.html,0.039658933174697604
002.html,0.19988577955454026
007.html,0.1802776275464215
009.html,0.04914004914004914
011.html,0.05589714924538849
019.html,0.0594883997620464
007.html,0.3966107806021273
002.html,0.2284408909194746
004.html,1.3392857142857142
007.html,0.09013881377321074
012.html,1.7064846416382253
002.html,0.08566533409480297
007.html,0.1802776275464215
009.html,0.04914004914004914
011.html,0.11179429849077697
019.html,0.099147332936744
002.html,0.19988577955454026
007.html,0.05408328826392644
011.html,0.16769144773616546
016.html,0.2288329519450801
018.html,0.9803921568627451
019.html,0.099147332936744
002.html,0.08566533409480297
007.html,0.21633315305570577
011.html,0.11179429849077697
019.html,0.07931786634939521
002.html,0.2284408909194746
007.html,0.0721110510185686
009.html,0.04914004914004914
011.html,0.22358859698155395
015.html,0.4065040650406504
017.html,0.7246376811594203
019.html,0.039658933174697604
004.html,0.44642857142857145
011.html,1.1179429849077698
007.html,0.3785830178474851
007.html,0.2523886785649901
011.html,0.3912800447177194
007.html,0.3785830178474851
007.html,0.0721110510185686
009.html,0.343980343980344
011.html,0.11179429849077697
016.html,0.2288329519450801
019.html,0.1388062661114416
002.html,0.1427755568246716
007.html,0.0721110510185686
009.html,0.04914004914004914
011.html,0.5030743432084964
018.html,0.49019607843137253
002.html,0.08566533409480297
003.html,1.4388489208633093
008.html,1.1737089201877935
011.html,0.22358859698155395
015.html,1.6260162601626016
020.html,3.225806451612903
002.html,0.1142204454597373
008.html,0.2347417840375587
009.html,0.04914004914004914
010.html,1.1811023622047243
019.html,0.15863573269879042
002.html,0.2569960022844089
008.html,0.704225352112676
009.html,0.19656019656019655
012.html,0.6825938566552902
017.html,1.4492753623188406
002.html,0.17133066818960593
007.html,0.09013881377321074
010.html,0.1968503937007874
011.html,0.22358859698155395
012.html,1.3651877133105803
004.html,0.44642857142857145
007.html,0.34252749233820085
007.html,0.360555255092843
009.html,0.9828009828009828
002.html,0.42832667047401485
007.html,0.05408328826392644
011.html,0.05589714924538849
004.html,0.44642857142857145
008.html,0.2347417840375587
009.html,0.343980343980344
011.html,0.27948574622694244
012.html,0.3412969283276451
016.html,0.2288329519450801
019.html,0.0594883997620464
007.html,0.0360555255092843
009.html,0.14742014742014742
011.html,0.3353828954723309
019.html,0.15863573269879042
019.html,0.3767598651596272
002.html,0.05711022272986865
007.html,0.0360555255092843
009.html,0.19656019656019655
010.html,0.3937007874015748
019.html,0.15863573269879042
002.html,0.31410622501427754
007.html,0.01802776275464215
008.html,0.4694835680751174
009.html,0.04914004914004914
016.html,0.2288329519450801
019.html,0.039658933174697604
002.html,0.19988577955454026
007.html,0.0360555255092843
010.html,0.5905511811023622
015.html,0.4065040650406504
019.html,0.099147332936744
002.html,0.028555111364934323
007.html,0.21633315305570577
008.html,0.2347417840375587
009.html,0.04914004914004914
016.html,0.6864988558352403
002.html,0.17133066818960593
007.html,0.05408328826392644
008.html,0.2347417840375587
009.html,0.09828009828009827
011.html,0.11179429849077697
018.html,0.9803921568627451
019.html,0.039658933174697604
002.html,0.1427755568246716
007.html,0.16224986479177933
011.html,0.05589714924538849
016.html,0.6864988558352403
002.html,0.028555111364934323
008.html,2.347417840375587
009.html,0.04914004914004914
010.html,0.3937007874015748
019.html,0.0594883997620464
002.html,0.08566533409480297
007.html,0.21633315305570577
019.html,0.039658933174697604
002.html,0.028555111364934323
019.html,0.31727146539758083
002.html,0.05711022272986865
007.html,0.09013881377321074
009.html,0.04914004914004914
011.html,0.11179429849077697
019.html,0.1388062661114416
002.html,0.08566533409480297
003.html,0.7194244604316546
007.html,0.05408328826392644
009.html,0.04914004914004914
011.html,0.11179429849077697
019.html,0.1388062661114416
007.html,0.12619433928249504
009.html,0.09828009828009827
010.html,0.1968503937007874
011.html,0.16769144773616546
019.html,0.07931786634939521
007.html,0.01802776275464215
011.html,0.8384572386808273
016.html,0.2288329519450801
002.html,0.34266133637921187
005.html,0.2824858757062147
007.html,0.01802776275464215
010.html,0.1968503937007874
019.html,0.019829466587348802
002.html,0.08566533409480297
007.html,0.12619433928249504
009.html,0.2457002457002457
015.html,0.4065040650406504
002.html,0.42832667047401485
019.html,0.019829466587348802
002.html,0.17133066818960593
008.html,0.4694835680751174
009.html,0.14742014742014742
016.html,0.6864988558352403
019.html,0.039658933174697604
002.html,0.028555111364934323
007.html,0.01802776275464215
009.html,0.14742014742014742
010.html,0.3937007874015748
011.html,0.05589714924538849
012.html,0.3412969283276451
019.html,0.1388062661114416
007.html,0.2704164413196322
009.html,0.04914004914004914
007.html,0.10816657652785289
009.html,0.09828009828009827
010.html,0.1968503937007874
016.html,0.2288329519450801
019.html,0.1189767995240928
007.html,0.2884442040742744
015.html,1.6260162601626016
019.html,0.2379535990481856
018.html,0.49019607843137253
019.html,0.297441998810232
002.html,0.05711022272986865
009.html,0.14742014742014742
011.html,0.05589714924538849
019.html,0.17846519928613921
002.html,0.08566533409480297
007.html,0.12619433928249504
008.html,0.2347417840375587
009.html,0.04914004914004914
011.html,0.11179429849077697
019.html,0.019829466587348802
002.html,0.1142204454597373
007.html,0.0360555255092843
009.html,0.14742014742014742
019.html,0.1189767995240928
002.html,0.05711022272986865
004.html,1.3392857142857142
007.html,0.09013881377321074
012.html,1.7064846416382253
002.html,0.17133066818960593
007.html,0.01802776275464215
009.html,0.09828009828009827
011.html,0.05589714924538849
017.html,0.7246376811594203
019.html,0.07931786634939521
002.html,0.028555111364934323
007.html,0.05408328826392644
009.html,0.14742014742014742
011.html,0.05589714924538849
016.html,0.2288329519450801
019.html,0.1189767995240928
007.html,0.23436091581034793
010.html,0.1968503937007874
019.html,0.019829466587348802
007.html,0.01802776275464215
008.html,0.2347417840375587
019.html,0.2577830656355344
007.html,0.2704164413196322
002.html,0.028555111364934323
009.html,0.09828009828009827
011.html,0.05589714924538849
019.html,0.198294665873488
002.html,0.3997715591090805
002.html,0.028555111364934323
005.html,0.2824858757062147
007.html,0.01802776275464215
008.html,0.4694835680751174
011.html,0.3912800447177194
017.html,1.4492753623188406
002.html,0.05711022272986865
007.html,0.0360555255092843
009.html,0.29484029484029484
016.html,0.2288329519450801
018.html,0.49019607843137253
019.html,0.039658933174697604
002.html,0.028555111364934323
004.html,1.3392857142857142
007.html,0.0360555255092843
011.html,0.05589714924538849
012.html,0.6825938566552902
015.html,0.4065040650406504
016.html,0.2288329519450801
018.html,0.9803921568627451
020.html,1.6129032258064515
002.html,0.31410622501427754
016.html,0.4576659038901602
018.html,0.49019607843137253
002.html,0.2855511136493432
019.html,0.07931786634939521
002.html,0.17133066818960593
007.html,0.0360555255092843
009.html,0.09828009828009827
011.html,0.05589714924538849
019.html,0.0594883997620464
004.html,0.44642857142857145
007.html,0.05408328826392644
009.html,0.04914004914004914
011.html,0.16769144773616546
012.html,1.3651877133105803
019.html,0.039658933174697604
007.html,0.05408328826392644
009.html,0.09828009828009827
011.html,0.3353828954723309
019.html,0.0594883997620464
007.html,0.2523886785649901
007.html,0.12619433928249504
009.html,0.04914004914004914
019.html,0.1189767995240928
007.html,0.0360555255092843
008.html,1.1737089201877935
009.html,0.04914004914004914
011.html,0.05589714924538849
016.html,0.6864988558352403
019.html,0.039658933174697604
007.html,0.09013881377321074
008.html,1.1737089201877935
009.html,0.04914004914004914
010.html,0.1968503937007874
011.html,0.11179429849077697
011.html,0.7825600894354388
019.html,0.2776125322228832
019.html,0.2776125322228832
002.html,0.3712164477441462
002.html,0.028555111364934323
019.html,0.2379535990481856
002.html,0.05711022272986865
007.html,0.16224986479177933
019.html,0.039658933174697604
002.html,0.08566533409480297
010.html,1.7716535433070866
019.html,0.019829466587348802
002.html,0.31410622501427754
019.html,0.039658933174697604
002.html,0.1427755568246716
007.html,0.05408328826392644
016.html,0.2288329519450801
019.html,0.07931786634939521
002.html,0.028555111364934323
007.html,0.10816657652785289
009.html,0.04914004914004914
011.html,0.16769144773616546
019.html,0.039658933174697604
002.html,0.08566533409480297
007.html,0.01802776275464215
012.html,0.3412969283276451
019.html,0.15863573269879042
002.html,0.028555111364934323
007.html,0.09013881377321074
009.html,0.04914004914004914
010.html,0.1968503937007874
011.html,0.11179429849077697
015.html,0.4065040650406504
019.html,0.039658933174697604
004.html,0.44642857142857145
007.html,0.19830539030106364
015.html,0.4065040650406504
007.html,0.23436091581034793
007.html,0.12619433928249504
009.html,0.04914004914004914
011.html,0.11179429849077697
015.html,0.4065040650406504
017.html,0.7246376811594203
019.html,0.019829466587348802
007.html,0.23436091581034793
007.html,0.21633315305570577
011.html,0.05589714924538849
007.html,0.23436091581034793
007.html,0.0721110510185686
008.html,0.2347417840375587
009.html,0.14742014742014742
018.html,1.4705882352941178
019.html,0.039658933174697604
019.html,0.2577830656355344
002.html,0.028555111364934323
007.html,0.05408328826392644
019.html,0.15863573269879042
002.html,0.2855511136493432
